Enrollment_ID,Employee_ID,Date,Course,Assessment_ID,Status,Sys
102-733,360706,2020-07-06,102,P64247,,
105-21,360706,2021-01-11,105,X81587,DNL,A
904-358,360744,2021-07-12,904,X21743,,
992-282,360744,2021-12-02,992,A85836,,X
102-614,360863,2020-04-15,102,D63592,,
991-723,360863,2020-05-21,991,D53407,PPD,
102-1603,360903,2022-04-10,102,A50875,PPD,
101-3471,360903,2022-09-21,101,A95968,,
991-1977,360903,2023-03-18,991,D83137,,A
101-3011,360977,2022-03-10,101,S69489,,A
104-3008,360977,2022-10-21,104,X60789,,
901-482,361067,2020-01-31,901,S90150,PPE,
902-2031,361174,2022-06-25,902,X64341,,
992-539,361174,2022-10-06,992,X64215,PPD,
104-2824,361382,2022-07-04,104,S36418,,X
102-771,361424,2020-07-26,102,X12627,,A
104-1998,361424,2021-01-03,104,P75892,,X
102-589,361438,2020-03-28,102,X44240,,
101-1957,361456,2020-11-24,101,S74999,,
104-280,361462,2019-06-22,104,P73294,,
991-371,361462,2019-12-06,991,P74779,PPD,
904-426,361470,2021-08-22,904,S51358,,A
902-694,361484,2020-02-21,902,P25307,,
904-32,361536,2021-01-19,904,S50155,DNL,
105-75,361536,2021-02-25,105,A19804,,
904-580,361612,2021-12-03,904,A56685,,
991-1716,361612,2022-06-13,991,P52799,,
101-903,361650,2019-12-02,101,S63773,,
904-360,361720,2021-07-12,904,X62988,,
103-375,361720,2021-08-24,103,S59652,,A
105-372,361720,2021-11-12,105,A36326,,
102-1532,361782,2022-02-17,102,D63102,,
101-1320,361793,2020-04-28,101,D85877,EXT,
902-1037,361793,2020-07-29,902,A87004,DNL,
102-1094,361885,2021-02-16,102,D82775,PPD,
104-293,361952,2019-06-29,104,A12247,,
902-635,361952,2020-01-16,902,X28340,,
101-434,361997,2019-06-24,101,P38753,PPD,
991-294,361997,2019-10-28,991,S87210,,X
101-1327,362522,2020-05-01,101,A75835,,
101-2292,362780,2021-04-10,101,S22081,,X
901-1255,362928,2021-08-24,901,P54394,,
991-1525,362928,2021-11-26,991,A46313,DNL,
101-2289,362975,2021-04-09,101,S96358,,
991-1471,362975,2021-10-07,991,X61447,,X
102-1813,362978,2022-10-13,102,A70532,EXT,A
101-2513,363003,2021-07-27,101,P66930,DNL,
105-440,363003,2022-01-06,105,D15936,,
101-1002,363014,2020-01-09,101,A66085,EXT,
104-1398,363014,2020-07-06,104,X61812,,
904-222,363017,2021-04-24,904,S97708,,
902-1209,363038,2020-10-21,902,D60258,PPD,
101-506,363075,2019-07-21,101,P97417,,
991-290,363075,2019-10-24,991,S20826,,
105-493,363097,2022-02-23,105,P50349,PPE,
991-1094,363099,2020-11-10,991,X38686,,
102-1701,363123,2022-07-03,102,S97479,EXT,
104-3003,363123,2022-10-15,104,P16027,PPD,
103-1158,363123,2023-03-13,103,X20831,DNL,
101-2576,363150,2021-08-24,101,P61424,PPE,
105-564,363150,2022-04-21,105,A19418,,
103-1079,363150,2022-12-06,103,A30060,,X
101-2894,363176,2022-01-13,101,X58476,,
104-2820,363176,2022-07-01,104,D14544,DNL,X
902-527,363215,2019-11-15,902,X15909,,
101-1246,363215,2020-04-02,101,S96647,PPE,
991-1023,363215,2020-09-30,991,P51631,DNL,
902-614,363261,2020-01-01,902,A31376,,A
102-619,363261,2020-04-17,102,S98060,,X
902-336,363296,2019-08-08,902,X95032,,
104-848,363296,2019-12-28,104,A62985,,
101-1396,363296,2020-05-23,101,A64458,,
104-1737,363312,2020-10-14,104,A62268,DNL,
901-1088,363312,2021-04-02,901,D66628,EXT,A
901-614,363419,2020-04-25,901,A40747,,A
902-1379,363476,2021-01-30,902,P55073,,A
104-1899,363528,2020-12-01,104,X98113,,
104-180,363565,2019-05-11,104,A43156,,
102-276,363565,2019-09-17,102,D34207,,
902-754,363565,2020-03-18,902,D50543,,
101-1189,363904,2020-03-18,101,D73975,,
902-2175,363909,2022-10-20,902,A29137,,A
992-393,364075,2022-04-08,992,S58230,,
902-332,364156,2019-08-06,902,S65520,PPE,
902-1527,364172,2021-05-13,902,S14951,,
104-609,364316,2019-10-18,104,D32965,,
102-1180,364491,2021-05-07,102,S36157,,A
104-246,364545,2019-06-11,104,A47188,DNL,
991-381,364545,2019-12-09,991,P68773,,X
101-1787,364545,2020-10-03,101,D37043,,
101-3524,364604,2022-10-15,101,S95543,,
904-1248,364604,2023-04-11,904,P33721,,
103-1232,364604,2023-09-12,103,D86311,,
104-1324,364653,2020-06-08,104,D15040,PPD,
101-694,364654,2019-09-23,101,P16965,,
102-459,364654,2020-01-12,102,P91662,,X
902-1862,364754,2022-02-14,902,S96910,,
991-1739,364754,2022-06-28,991,S56805,DNL,
101-3184,364809,2022-05-22,101,X56674,EXT,
103-870,364809,2022-07-21,103,P77059,PPE,
101-1386,364818,2020-05-19,101,S93669,PPD,
101-2205,364905,2021-03-06,101,A17922,,A
105-262,364905,2021-08-11,105,A38307,,
101-2284,365046,2021-04-08,101,X24189,,A
991-1481,365046,2021-10-15,991,D89104,DNL,
902-1908,365046,2022-03-23,902,S41993,EXT,
101-757,365300,2019-10-14,101,X10753,,X
102-475,365300,2020-01-21,102,X46652,,
101-1055,365349,2020-01-29,101,D52969,DNL,
991-901,365349,2020-08-03,991,P62432,,
992-260,365398,2021-11-01,992,X59147,,
104-2889,365398,2022-08-13,104,S33774,EXT,X
105-816,365398,2022-11-24,105,X43580,PPD,
904-1292,365398,2023-07-09,904,S46199,EXT,
902-224,365449,2019-05-25,902,D71408,,
104-527,365449,2019-09-20,104,A37889,,
102-549,365449,2020-03-05,102,S79858,PPE,
101-1608,365515,2020-07-27,101,D72350,DNL,
902-370,365575,2019-08-25,902,D74340,,
991-448,365575,2020-01-15,991,X12652,,
101-1759,365706,2020-09-19,101,X61278,,
102-1101,365706,2021-02-25,102,D11132,,
101-887,365720,2019-11-28,101,A86104,PPD,
102-642,365720,2020-05-06,102,X40858,PPE,
991-219,365788,2019-09-14,991,D36973,,
104-416,365915,2019-08-14,104,S37345,PPD,X
904-519,365939,2021-10-25,904,A48106,DNL,X
105-595,365939,2022-05-18,105,A77653,,A
101-2864,366058,2021-12-25,101,S44014,,
103-810,366058,2022-06-07,103,P34045,EXT,
102-1848,366058,2022-11-09,102,D83060,,
101-756,366120,2019-10-14,101,X32730,,
904-896,366232,2022-06-28,904,A93990,,
104-2982,366232,2022-10-06,104,X97454,,
101-740,366587,2019-10-08,101,S93417,,
901-756,366607,2020-08-04,901,X86574,,
991-998,366607,2020-09-21,991,D81055,DNL,
102-382,366615,2019-11-17,102,A65800,EXT,
902-1762,366637,2021-11-24,902,S63904,PPD,
104-2802,366637,2022-06-19,104,A14006,,
101-3159,366708,2022-05-09,101,P70223,,A
991-1893,366708,2022-11-23,991,S49162,PPD,
101-390,366830,2019-06-09,101,S96375,PPD,
901-1071,366836,2021-03-16,901,A47149,DNL,
902-1194,366855,2020-10-14,902,P68470,,
103-84,366855,2021-02-25,103,D83527,EXT,
992-214,366868,2021-09-08,992,P45410,,
902-962,366939,2020-06-18,902,A92007,EXT,
104-175,366977,2019-05-08,104,X19349,,
902-2138,367160,2022-09-18,902,P54399,,
102-1918,367160,2023-02-06,102,X11878,,
904-1296,367160,2023-08-11,904,S17986,EXT,
103-464,367304,2021-10-18,103,P42193,,
101-2680,367343,2021-10-07,101,A21038,,
904-617,367343,2021-12-31,904,S68617,DNL,
102-1641,367343,2022-05-05,102,D53941,DNL,
104-2050,367461,2021-02-24,104,X42244,,
102-389,367472,2019-11-24,102,X64977,EXT,
991-663,367472,2020-04-23,991,P57255,DNL,
902-972,367472,2020-06-21,902,A57573,DNL,A
902-1580,367533,2021-07-02,902,X25024,,
904-686,367533,2022-02-18,904,P76091,,
904-373,367617,2021-07-24,904,A45664,PPE,
102-1440,367617,2021-12-10,102,D23805,PPD,A
101-914,367678,2019-12-07,101,A82177,,X
104-1288,367678,2020-05-24,104,P52778,,
101-1179,367760,2020-03-13,101,S58675,DNL,
101-3312,367854,2022-07-14,101,P32136,,
902-468,367934,2019-10-11,902,S62282,PPD,
104-826,367934,2019-12-23,104,A71358,,
102-930,367955,2020-11-04,102,A38309,,
902-811,368023,2020-04-17,902,P72472,,
901-870,368023,2020-10-08,901,A11952,,X
103-741,368151,2022-04-21,103,S45147,,
105-381,368157,2021-11-21,105,X78813,DNL,
101-3609,368467,2022-11-25,101,D68030,DNL,
991-2015,368467,2023-07-02,991,S44637,,
902-2292,368467,2023-09-04,902,D51095,,X
102-1539,368473,2022-02-22,102,P96665,PPD,
904-973,368473,2022-08-17,904,A71834,,
902-772,368513,2020-03-27,902,A72888,DNL,X
104-1547,368513,2020-08-16,104,P13667,PPE,
103-692,368615,2022-03-14,103,A17747,,
104-2778,368615,2022-06-02,104,P53819,,
901-86,368623,2019-04-03,901,X27309,,
101-1763,368946,2020-09-21,101,X69554,,A
105-124,368946,2021-04-11,105,S12480,EXT,
904-501,368946,2021-10-09,904,S16264,EXT,
902-2101,368984,2022-08-19,902,S51760,PPD,
902-100,369055,2019-03-11,902,D57696,,
104-388,369055,2019-08-06,104,S96263,PPE,
102-493,369055,2020-01-31,102,X76338,DNL,
101-250,369098,2019-04-09,101,A63692,,X
902-1189,369127,2020-10-10,902,A18674,,
904-129,369127,2021-03-12,904,X74437,DNL,
102-1827,369220,2022-10-21,102,S29951,DNL,
904-1229,369220,2023-03-19,904,X70172,,
902-30,369255,2019-01-21,902,X31188,,
104-535,369255,2019-09-24,104,A64090,DNL,
991-544,369255,2020-02-28,991,D68050,EXT,
102-124,369263,2019-05-12,102,A28837,,
101-2117,369277,2021-01-30,101,D74784,PPD,
904-326,369277,2021-06-28,904,X52837,PPE,
101-3319,369590,2022-07-16,101,P33743,,A
991-1910,369590,2022-12-09,991,D80892,,
902-1621,369665,2021-07-30,902,X12605,,
904-700,369665,2022-02-28,904,D75235,EXT,A
105-673,369665,2022-07-26,105,A15174,,
902-1535,369712,2021-05-23,902,D77370,DNL,
104-2460,369742,2021-10-28,104,D13377,,
102-835,369854,2020-09-08,102,P45648,,
991-1286,369854,2021-03-23,991,S77315,,
101-37,370027,2019-01-17,101,D58509,,
104-249,370104,2019-06-12,104,S62381,PPD,
991-433,370104,2020-01-06,991,P53209,PPD,
991-1689,370118,2022-05-20,991,S65513,,
105-753,370118,2022-10-14,105,X37467,PPE,
103-1088,370118,2022-12-17,103,X23661,,
105-173,370142,2021-05-21,105,X48734,PPE,
101-910,370185,2019-12-06,101,X59844,,
104-1129,370185,2020-03-31,104,D19904,DNL,
902-1782,370271,2021-12-06,902,A64880,,
104-2748,370271,2022-05-11,104,X70498,,
105-760,370271,2022-10-19,105,D60646,,
901-1440,370354,2022-02-25,901,P82668,DNL,
104-655,370425,2019-11-01,104,X53596,PPE,X
902-1351,370450,2021-01-11,902,A19989,,
103-212,370450,2021-05-23,103,A25296,,
904-488,370450,2021-10-03,904,A79874,,
103-762,370524,2022-05-07,103,D91502,,
103-695,370535,2022-03-20,103,S95526,PPD,
102-1842,370563,2022-11-04,102,A51416,EXT,
103-1191,370563,2023-04-23,103,X44222,,A
901-250,370703,2019-07-30,901,P63279,PPE,A
104-1041,370703,2020-03-07,104,X96427,,
102-892,370703,2020-10-13,102,S21823,,
101-3536,370713,2022-10-20,101,P97732,,
904-1253,370713,2023-04-16,904,P62676,,
101-384,370765,2019-06-06,101,S97006,,
901-89,370917,2019-04-06,901,X84719,PPE,
991-377,370917,2019-12-07,991,D67030,,A
991-312,371004,2019-11-08,991,P50246,,
901-803,371037,2020-08-28,901,S59825,PPD,
103-22,371037,2021-01-16,103,A49632,,
101-2842,371151,2021-12-13,101,S48241,,
991-1742,371151,2022-06-29,991,A70814,EXT,X
902-431,371256,2019-09-24,902,P68522,EXT,
101-1385,371256,2020-05-19,101,P57110,EXT,
902-271,371265,2019-06-20,902,X40754,EXT,
101-2134,371418,2021-02-05,101,X99965,,
103-763,371479,2022-05-07,103,X77346,,X
902-157,371680,2019-04-15,902,S16596,,
101-3249,371715,2022-06-16,101,X32421,,
901-496,372058,2020-02-08,901,X21791,,X
104-1431,372058,2020-07-16,104,P92476,,
991-1053,372058,2020-10-15,991,D52599,,
991-421,372106,2020-01-01,991,X37378,DNL,
101-2623,372168,2021-09-07,101,D94644,,
992-402,372168,2022-04-16,992,S85604,,
103-129,372221,2021-03-29,103,P48643,,
105-254,372221,2021-07-31,105,S89020,PPD,
904-652,372221,2022-01-26,904,D94226,,
101-1538,372233,2020-07-05,101,S85459,,
102-966,372233,2020-11-26,102,P98659,PPD,
103-136,372233,2021-04-03,103,P80897,PPE,
902-705,372245,2020-02-28,902,S90482,,
102-789,372245,2020-08-08,102,S66995,EXT,
902-403,372354,2019-09-14,902,S11786,,
101-1195,372354,2020-03-20,101,D63785,,X
102-101,372512,2019-04-23,102,S97117,,
104-587,372512,2019-10-10,104,A55517,,
102-452,372598,2020-01-09,102,A53410,,
104-91,372646,2019-03-20,104,A70799,,
902-422,372646,2019-09-21,902,S66452,PPD,
101-2574,372718,2021-08-24,101,S84359,,
902-2011,372861,2022-06-14,902,D15070,DNL,
101-1896,372915,2020-11-02,101,D14020,PPE,
904-555,373073,2021-11-20,904,D67514,EXT,
102-1647,373073,2022-05-10,102,A52791,PPD,A
904-464,373205,2021-09-18,904,P80488,EXT,
902-1683,373236,2021-09-26,902,A19261,DNL,
101-2949,373248,2022-02-07,101,S27140,,
102-1158,373354,2021-04-11,102,A36056,,
904-455,373354,2021-09-10,904,A11721,,
104-72,373362,2019-03-08,104,A95664,,
991-82,373362,2019-06-21,991,X48231,,A
901-1353,373440,2021-12-01,901,A90934,DNL,
105-593,373455,2022-05-15,105,P17665,,
991-1487,373516,2021-10-18,991,D18577,PPE,
904-671,373516,2022-02-08,904,A45443,PPD,
104-36,373599,2019-02-11,104,S62984,,
901-1743,373621,2022-11-14,901,D81345,,X
904-1195,373621,2023-02-05,904,S88925,DNL,
904-1039,373629,2022-09-29,904,P48725,DNL,
901-304,373707,2019-09-15,901,A38302,,
991-907,373765,2020-08-05,991,P19880,EXT,
102-1112,373765,2021-03-05,102,X34058,PPE,
104-2554,373768,2021-12-31,104,S13112,,
102-1372,373857,2021-10-09,102,A43621,,
104-12,373905,2019-01-21,104,P93696,EXT,A
901-1381,373933,2021-12-30,901,P26108,,
901-654,373936,2020-05-22,901,X26027,PPE,
991-926,373936,2020-08-15,991,D36879,,
103-790,373965,2022-05-26,103,A29169,,
904-978,373965,2022-08-21,904,A89909,,
101-2035,374100,2020-12-20,101,X71927,PPD,X
904-529,374111,2021-10-30,904,A93842,PPE,
105-439,374111,2022-01-06,105,P85171,,
103-923,374111,2022-08-28,103,S79265,,
901-1139,374302,2021-05-19,901,S42474,PPD,A
102-1405,374302,2021-11-09,102,D63800,EXT,
101-437,374370,2019-06-26,101,A33984,PPD,
992-546,374391,2022-10-18,992,A78556,,
104-3131,374391,2023-02-06,104,D68320,,
101-691,374410,2019-09-22,101,S46111,,X
902-668,374410,2020-02-02,902,X34572,,
104-1145,374410,2020-04-07,104,A55627,,
101-2939,374484,2022-02-03,101,D79711,DNL,
902-2068,374484,2022-07-26,902,D77460,,
902-324,374552,2019-08-01,902,A71069,,X
101-2819,374771,2021-12-03,101,D51878,EXT,
991-1679,374771,2022-05-10,991,S12270,,
101-1487,374792,2020-06-20,101,X77244,,
902-1230,374792,2020-10-29,902,A37738,,
104-3000,374795,2022-10-14,104,D21366,PPE,
992-651,374795,2023-03-11,992,D98564,PPE,X
103-746,374804,2022-04-24,103,A48696,PPE,
992-524,374804,2022-09-20,992,S36321,PPD,
102-675,374989,2020-05-29,102,A70586,,
904-276,375063,2021-05-30,904,S47140,,
902-1796,375063,2021-12-19,902,A16239,,
105-601,375063,2022-05-23,105,D43486,,
902-1709,375064,2021-10-14,902,P26842,,
105-545,375064,2022-04-07,105,A29115,PPD,
901-75,375094,2019-03-21,901,D54292,,
991-299,375094,2019-10-29,991,S46831,PPD,
101-259,375172,2019-04-14,101,A23447,,
104-458,375172,2019-08-31,104,X83101,,X
904-370,375202,2021-07-19,904,A11213,,
102-1459,375356,2021-12-22,102,X40395,PPE,
991-1692,375356,2022-05-21,991,D94590,,A
902-22,375396,2019-01-18,902,S59814,,
104-120,375396,2019-04-08,104,A41706,,
904-480,375451,2021-09-27,904,X78024,,
101-3007,375451,2022-03-08,101,P93402,,
104-2909,375624,2022-08-29,104,D96753,EXT,X
991-1951,375624,2023-02-02,991,D67951,PPE,
904-1304,375624,2023-12-06,904,A69806,,
101-191,375780,2019-03-19,101,D12499,,
104-142,375780,2019-04-20,104,D68182,EXT,X
101-3012,375798,2022-03-11,101,P78498,,
104-2891,375798,2022-08-14,104,S14488,,
101-1244,375828,2020-04-02,101,X85098,EXT,A
901-928,375828,2020-11-23,901,S91367,,
904-391,375828,2021-08-02,904,S20950,PPD,
104-774,376080,2019-12-09,104,X71509,,
991-643,376080,2020-04-14,991,D17576,PPE,
101-830,376209,2019-11-05,101,A19115,PPD,
104-971,376209,2020-02-13,104,X67764,,
101-2359,376225,2021-05-04,101,S42412,,X
103-535,376225,2021-11-30,103,P49898,,
101-3562,376244,2022-10-29,101,A65802,,
992-669,376244,2023-03-31,992,A10949,,X
105-413,376317,2021-12-21,105,A98337,,
992-430,376317,2022-06-09,992,S44769,,
901-450,376403,2020-01-09,901,A80545,,
902-871,376403,2020-05-18,902,D98759,,
102-1735,376513,2022-08-09,102,D83655,EXT,X
105-853,376513,2022-12-27,105,D58290,,
104-857,376526,2019-12-31,104,A85224,,A
991-749,376526,2020-05-30,991,X72431,,
102-1844,376537,2022-11-04,102,P60832,PPD,
101-3157,376567,2022-05-09,101,X86851,,
904-1092,376567,2022-10-30,904,A45444,,
102-1567,376656,2022-03-16,102,X88303,,
101-1199,376765,2020-03-21,101,S71321,,
902-1039,376792,2020-07-30,902,X35105,,
991-1179,376792,2020-12-14,991,X36174,PPD,A
101-1938,376898,2020-11-17,101,X47492,,
101-1369,376959,2020-05-14,101,P66463,,
102-1618,377138,2022-04-18,102,P81939,PPD,
103-1013,377138,2022-10-23,103,A15113,,
991-1933,377138,2023-01-06,991,X82228,,
101-1283,377266,2020-04-14,101,P91829,PPE,
101-3068,377367,2022-03-31,101,P95876,,
904-980,377367,2022-08-24,904,D96201,,X
902-1767,377422,2021-11-25,902,A66456,,X
101-3458,377440,2022-09-15,101,A58683,PPD,A
902-1101,377480,2020-09-01,902,A64726,PPE,
991-1071,377480,2020-10-29,991,X19052,,
102-774,377506,2020-07-28,102,P12666,DNL,
101-1436,377623,2020-06-05,101,X68417,,
101-2825,377643,2021-12-06,101,A45835,EXT,
101-2511,377747,2021-07-26,101,D29104,,
102-723,377756,2020-07-03,102,D97423,,
904-1084,377774,2022-10-26,904,S67550,EXT,X
101-3217,377782,2022-06-02,101,A37595,EXT,
901-419,377934,2019-12-21,901,X16379,DNL,X
104-1098,377934,2020-03-21,104,A22913,PPD,
902-1439,377964,2021-03-13,902,D14351,,
104-2463,377964,2021-10-29,104,P62636,,X
902-434,378175,2019-09-24,902,D35900,PPE,
902-2047,378218,2022-07-06,902,X56806,PPE,
992-615,378218,2022-12-21,992,S14013,PPD,
105-966,378218,2023-06-30,105,A72344,,X
992-573,378262,2022-11-10,992,A82945,,A
102-1939,378262,2023-04-03,102,D90779,,
101-3597,378451,2022-11-20,101,D60658,PPD,
105-973,378451,2023-08-05,105,S81715,PPD,
103-1241,378451,2023-12-23,103,S38164,DNL,
902-979,378576,2020-06-28,902,P99866,,
901-896,378576,2020-10-28,901,A52641,,
104-2115,378576,2021-04-05,104,D56573,PPD,
102-1364,378576,2021-10-06,102,A86252,,
991-39,378609,2019-04-18,991,A15259,,
101-2800,378769,2021-11-24,101,P68507,PPE,
991-1751,378769,2022-07-10,991,A80636,,A
901-1193,378919,2021-07-05,901,P64405,,
904-559,378919,2021-11-21,904,D95532,,
101-1423,379126,2020-06-01,101,D80014,PPD,
102-1190,379240,2021-05-18,102,A91173,,A
904-565,379240,2021-11-25,904,P73807,PPE,
992-358,379357,2022-02-19,992,A19654,,
101-3429,379357,2022-08-31,101,A63122,EXT,X
902-987,379369,2020-07-02,902,D76555,,
991-956,379369,2020-08-29,991,A45697,,
101-3243,379432,2022-06-14,101,P88156,,
991-1918,379432,2022-12-20,991,D24344,DNL,
105-920,379432,2023-03-29,105,S26200,,X
104-3226,379432,2023-09-06,104,S62585,,A
901-1574,379437,2022-06-21,901,P75444,,A
904-1163,379437,2022-12-26,904,A30070,DNL,
101-3091,379540,2022-04-10,101,S44015,PPD,
904-1071,379540,2022-10-20,904,D91296,PPD,
902-1716,379598,2021-10-17,902,S37882,,
904-762,379598,2022-04-09,904,S76083,EXT,X
101-652,379619,2019-09-07,101,S21490,DNL,
991-526,379619,2020-02-22,991,A97949,EXT,
101-2795,379849,2021-11-23,101,P78384,,
102-1565,379862,2022-03-13,102,X27593,PPD,
101-3081,379891,2022-04-04,101,A22966,DNL,
103-975,379891,2022-09-24,103,A56519,,
902-1584,379952,2021-07-03,902,A41459,,X
103-565,379952,2021-12-16,103,X40216,,
101-1987,380103,2020-12-03,101,X99639,,
103-174,380258,2021-04-27,103,D11893,DNL,
992-250,380258,2021-10-14,992,A74885,,
904-759,380258,2022-04-07,904,X54958,,A
102-259,380262,2019-09-06,102,D61019,,
101-1074,380262,2020-02-03,101,S33272,,A
104-1505,380354,2020-08-05,104,S84444,,
101-1986,380354,2020-12-03,101,P63942,,
102-1159,380354,2021-04-11,102,D22598,PPE,
101-3236,380442,2022-06-10,101,P36075,,
901-1408,380452,2022-01-29,901,A21361,PPD,X
902-524,380588,2019-11-12,902,P15951,,
992-25,380710,2021-01-29,992,S19625,EXT,
105-208,380710,2021-06-24,105,P71290,,
104-2568,380710,2022-01-08,104,X92738,,X
902-19,380854,2019-01-17,902,S93049,DNL,A
104-268,380854,2019-06-20,104,A94123,,
104-644,381084,2019-10-29,104,S18264,DNL,
102-663,381084,2020-05-20,102,A96010,PPE,
101-502,381099,2019-07-19,101,A63846,,
101-1443,381433,2020-06-07,101,P80923,,A
102-827,381433,2020-09-04,102,S56172,,
101-3586,381474,2022-11-12,101,D82366,PPD,
103-1201,381474,2023-05-10,103,D91999,EXT,
904-1299,381474,2023-09-23,904,S19071,,
101-2213,381490,2021-03-09,101,P50248,,
101-1524,381492,2020-06-29,101,X10833,EXT,
104-1572,381492,2020-08-23,104,P65846,PPD,
901-175,381517,2019-06-09,901,S56204,,
102-834,381583,2020-09-07,102,A44407,,
101-2962,381634,2022-02-14,101,X63245,,A
904-860,381634,2022-06-09,904,S78254,,A
101-2596,381662,2021-09-01,101,P24594,,
105-473,381662,2022-02-09,105,A78301,,A
102-1370,381747,2021-10-08,102,X82516,PPD,
902-763,381865,2020-03-23,902,X13526,,A
904-66,381915,2021-02-06,904,X33750,,X
102-1219,381915,2021-06-08,102,S72760,,
992-206,381915,2021-08-31,992,S38267,,
902-2049,382030,2022-07-08,902,P10119,PPE,
991-1817,382120,2022-09-09,991,S43238,DNL,A
904-1215,382120,2023-03-04,904,A90394,,
901-592,382244,2020-04-09,901,P66087,,
104-1292,382244,2020-05-25,104,S35596,,
901-1190,382409,2021-07-02,901,D69014,,
105-448,382409,2022-01-18,105,A22934,,
101-737,382427,2019-10-06,101,A91358,DNL,
101-3608,382684,2022-11-25,101,A21111,,
901-667,382731,2020-06-06,901,P61405,EXT,A
991-1158,382731,2020-12-05,991,X96865,,
101-3017,382771,2022-03-13,101,X46600,,
104-935,382830,2020-01-30,104,D76475,,X
101-981,382879,2019-12-31,101,A60936,DNL,
991-712,382879,2020-05-15,991,S31792,,
102-1669,383043,2022-05-31,102,S15477,PPD,
103-1053,383043,2022-11-20,103,S41175,,
101-3644,383043,2023-03-10,101,S11802,EXT,X
902-1184,383075,2020-10-07,902,S98296,DNL,
101-2152,383075,2021-02-13,101,A81556,,
901-210,383430,2019-07-05,901,A11024,PPD,
902-566,383495,2019-12-04,902,S35656,,
102-598,383495,2020-04-02,102,P65322,EXT,
901-866,383495,2020-10-06,901,S92816,,
102-1140,383523,2021-03-31,102,P37869,,X
104-2506,383523,2021-11-25,104,D99284,,
901-1573,383523,2022-06-20,901,P41877,,X
101-1717,383554,2020-09-05,101,X79844,PPE,
105-16,383554,2021-01-09,105,P29574,,
901-430,383587,2019-12-29,901,S50050,PPD,X
104-1039,383587,2020-03-07,104,A88274,,
101-1562,383587,2020-07-11,101,S17167,,
101-943,383605,2019-12-17,101,S78242,,
104-1263,383605,2020-05-17,104,S76247,PPD,
102-891,383605,2020-10-13,102,D39431,,
902-289,383632,2019-07-05,902,P58535,,
101-753,383632,2019-10-13,101,X14796,,
904-677,383883,2022-02-13,904,P70015,,
901-1704,383883,2022-10-12,901,D11348,EXT,
104-3158,383883,2023-03-12,104,A38903,PPE,
101-2438,383888,2021-06-16,101,X92149,PPE,
102-29,383988,2019-01-31,102,X40387,PPD,
101-252,383988,2019-04-11,101,P52808,PPD,
104-2136,384002,2021-04-22,104,D13506,,
101-780,384003,2019-10-19,101,S34079,,
902-675,384003,2020-02-05,902,P87612,,
901-554,384198,2020-03-20,901,P86609,,A
101-1722,384198,2020-09-07,101,D18269,,
105-115,384198,2021-04-03,105,D79935,PPD,
904-1133,384498,2022-11-30,904,S38871,,
992-673,384498,2023-04-18,992,A91415,,
104-3218,384498,2023-08-04,104,X50113,,X
104-1482,384634,2020-07-31,104,X20084,,
991-6,384652,2019-01-27,991,D39403,PPE,
902-353,384652,2019-08-16,902,X14077,DNL,
101-2742,384787,2021-10-30,101,A96185,,
102-1574,384787,2022-03-19,102,S49287,,
902-43,384808,2019-01-29,902,D82005,PPE,
104-471,384808,2019-09-05,104,X10060,,
991-491,384808,2020-02-02,991,P87227,,A
901-1623,384834,2022-07-31,901,S28078,PPD,
901-589,384870,2020-04-06,901,P47854,,
104-2019,384870,2021-01-29,104,X49922,,
904-456,385050,2021-09-11,904,X91346,PPE,
103-568,385050,2021-12-18,103,S35649,,X
102-1737,385050,2022-08-11,102,D14633,,
991-1941,385050,2023-01-21,991,A38019,,
901-1739,385064,2022-11-12,901,P94809,PPE,
992-666,385064,2023-03-30,992,A39907,,X
101-3066,385149,2022-03-31,101,D14824,PPE,
991-1794,385149,2022-08-20,991,X47901,,
901-1580,385226,2022-06-25,901,X92087,PPE,
104-1153,385249,2020-04-09,104,A89828,,
902-1116,385249,2020-09-09,902,D83951,PPE,
102-758,385300,2020-07-20,102,D90905,PPE,
101-696,385313,2019-09-23,101,S56710,,
991-492,385313,2020-02-04,991,D98710,DNL,
902-178,385350,2019-04-26,902,P83633,,
102-189,385350,2019-07-08,102,A68610,PPE,
101-862,385350,2019-11-16,101,A36940,EXT,
101-842,385459,2019-11-09,101,A78989,PPD,
102-396,385459,2019-12-08,102,A87970,,
991-911,385459,2020-08-08,991,S37205,,
904-23,385459,2021-01-13,904,S35852,PPD,
902-1873,385539,2022-02-21,902,S79015,,
105-608,385539,2022-05-29,105,A76868,DNL,
901-1683,385544,2022-09-26,901,D28560,PPE,
105-928,385544,2023-04-14,105,A15826,,
992-696,385544,2023-08-21,992,D79927,PPD,
101-1248,385599,2020-04-03,101,A48011,EXT,
102-1621,385638,2022-04-19,102,P89726,,
992-484,385638,2022-08-03,992,S16883,DNL,
902-1158,385672,2020-09-28,902,A95656,PPD,
102-617,385737,2020-04-16,102,A17045,,
991-1036,385737,2020-10-05,991,X21694,,
902-269,385982,2019-06-20,902,D55992,,
101-687,385982,2019-09-20,101,D46634,,
104-1741,385989,2020-10-15,104,P44179,,
103-814,386072,2022-06-11,103,A63001,,
105-772,386072,2022-10-26,105,D75935,,
104-2907,386151,2022-08-28,104,P57434,,
102-1308,386154,2021-08-16,102,X90592,DNL,
902-554,386160,2019-11-30,902,X23762,,
